Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
797,2023-01-07,CUST797,Male,40,Clothing,3,25,75
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75
936,2023-02-07,CUST936,Male,57,Beauty,4,50,200
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50
8,2023-02-22,CUST008,Male,30,Electronics,4,25,100
156,2023-11-25,CUST156,Female,43,Clothing,4,25,100
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000
950,2023-11-07,CUST950,Male,36,Clothing,3,300,900
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000
935,2023-09-09,CUST935,Female,34,Beauty,1,50,50
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25
229,2023-10-29,CUST229,Male,58,Beauty,3,30,90
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500
80,2023-12-10,CUST080,Female,64,Clothing,2,30,60
149,2023-10-11,CUST149,Male,22,Clothing,3,25,75
303,2023-01-02,CUST303,Male,19,Electronics,3,30,90
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50
778,2023-11-18,CUST778,Female,47,Beauty,4,25,100
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25
712,2023-12-06,CUST712,Female,57,Beauty,2,25,50
134,2023-01-25,CUST134,Male,49,Electronics,1,50,50
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100
1,2023-11-24,CUST001,Male,34,Beauty,3,50,150
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60
873,2023-09-29,CUST873,Female,27,Electronics,4,25,100
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200
173,2023-11-08,CUST173,Male,64,Electronics,4,30,120
126,2023-10-26,CUST126,Female,28,Clothing,3,30,90
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500
91,2023-03-25,CUST091,Female,55,Electronics,1,500,500
940,2023-01-28,CUST940,Female,20,Electronics,1,30,30
182,2023-06-15,CUST182,Male,62,Beauty,4,30,120
275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000
896,2023-10-29,CUST896,Female,30,Electronics,2,25,50
70,2023-02-21,CUST070,Female,43,Clothing,1,300,300
292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200
132,2023-09-10,CUST132,Male,42,Electronics,4,50,200
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150
145,2023-11-02,CUST145,Female,39,Clothing,3,25,75
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200
581,2023-11-21,CUST581,Female,48,Beauty,2,30,60
136,2023-03-20,CUST136,Male,44,Electronics,2,300,600
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30
165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200
29,2023-08-18,CUST029,Female,42,Electronics,1,30,30
774,2023-04-12,CUST774,Female,40,Clothing,2,25,50
194,2023-09-06,CUST194,Male,55,Clothing,4,50,200
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50
853,2023-05-04,CUST853,Male,21,Beauty,2,500,1000
170,2023-06-02,CUST170,Female,25,Clothing,2,25,50
706,2023-11-15,CUST706,Male,51,Electronics,4,25,100
141,2023-11-02,CUST141,Female,22,Electronics,1,50,50
174,2023-04-12,CUST174,Female,39,Beauty,1,300,300
7,2023-03-13,CUST007,Male,46,Clothing,2,25,50
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200
74,2023-11-22,CUST074,Female,18,Beauty,4,500,2000
911,2023-05-21,CUST911,Male,42,Electronics,3,300,900
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500
239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500
146,2023-08-28,CUST146,Male,38,Clothing,4,50,200
793,2023-02-05,CUST793,Male,54,Beauty,1,30,30
235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000
221,2023-05-07,CUST221,Male,39,Beauty,2,300,600
924,2023-08-29,CUST924,Male,55,Beauty,2,50,100
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60
133,2023-02-16,CUST133,Male,20,Electronics,3,300,900
991,2023-12-26,CUST991,Female,34,Clothing,2,50,100
775,2023-02-08,CUST775,Female,46,Electronics,4,25,100
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200
42,2023-02-17,CUST042,Male,22,Clothing,3,300,900
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500
109,2023-10-18,CUST109,Female,34,Electronics,4,500,2000
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000
57,2023-11-18,CUST057,Female,63,Beauty,1,30,30
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100
25,2023-12-26,CUST025,Female,64,Beauty,1,50,50
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150
927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50
52,2023-03-05,CUST052,Female,36,Beauty,1,300,300
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100
921,2023-01-07,CUST921,Male,51,Electronics,3,25,75
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900
265,2023-12-11,CUST265,Male,55,Clothing,3,300,900
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500
711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500
683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000
833,2023-06-16,CUST833,Male,42,Beauty,4,50,200
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60
19,2023-09-16,CUST019,Female,62,Clothing,2,25,50
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200
84,2023-11-28,CUST084,Female,38,Electronics,3,30,90
62,2023-12-27,CUST062,Male,18,Beauty,2,50,100
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50
286,2023-10-09,CUST286,Male,55,Electronics,2,25,50
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500
13,2023-08-05,CUST013,Male,22,Electronics,3,500,1500
183,2023-09-08,CUST183,Female,43,Beauty,3,300,900
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500
882,2023-06-06,CUST882,Female,64,Electronics,2,25,50
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60
971,2023-12-05,CUST971,Female,27,Electronics,4,50,200
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000
177,2023-03-24,CUST177,Male,45,Beauty,2,50,100
666,2023-02-02,CUST666,Male,51,Electronics,3,50,150
674,2023-04-16,CUST674,Female,38,Clothing,1,300,300
586,2023-12-11,CUST586,Male,50,Electronics,1,50,50
874,2023-06-26,CUST874,Male,60,Beauty,1,30,30
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500
164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500
249,2023-10-20,CUST249,Male,20,Clothing,1,50,50
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900
886,2023-04-09,CUST886,Male,37,Electronics,3,300,900
670,2023-10-05,CUST670,Male,27,Beauty,1,30,30
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75
75,2023-07-06,CUST075,Male,61,Beauty,4,50,200
114,2023-07-22,CUST114,Female,22,Beauty,4,25,100
599,2023-11-19,CUST599,Female,28,Beauty,2,50,100
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50
105,2023-07-25,CUST105,Female,22,Electronics,1,500,500
115,2023-11-26,CUST115,Male,51,Clothing,3,500,1500
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100
93,2023-07-14,CUST093,Female,35,Beauty,4,500,2000
931,2023-09-02,CUST931,Male,30,Beauty,4,30,120
90,2023-05-06,CUST090,Female,51,Electronics,1,30,30
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500
989,2023-12-28,CUST989,Female,44,Electronics,1,25,25
922,2023-10-21,CUST922,Male,41,Electronics,1,50,50
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500
95,2023-11-24,CUST095,Female,32,Clothing,2,30,60
12,2023-10-30,CUST012,Male,35,Beauty,3,25,75
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000
44,2023-02-19,CUST044,Female,22,Clothing,1,25,25
43,2023-07-14,CUST043,Female,48,Clothing,1,300,300
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200
168,2023-02-24,CUST168,Male,53,Clothing,1,300,300
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100
877,2023-06-19,CUST877,Female,58,Clothing,1,25,25
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120
757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200
101,2023-01-29,CUST101,Male,32,Clothing,2,300,600
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25
179,2023-09-29,CUST179,Male,31,Electronics,1,300,300
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900
871,2023-08-31,CUST871,Male,62,Beauty,2,30,60
883,2023-05-09,CUST883,Male,40,Electronics,1,500,500
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60
178,2023-10-04,CUST178,Male,40,Clothing,2,30,60
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30
912,2023-01-24,CUST912,Male,51,Beauty,3,50,150
794,2023-09-17,CUST794,Female,60,Beauty,1,300,300
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500
957,2023-08-15,CUST957,Female,60,Electronics,4,30,120
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100
258,2023-12-04,CUST258,Female,37,Clothing,1,50,50
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150
16,2023-02-17,CUST016,Male,19,Clothing,3,500,1500
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100
223,2023-02-02,CUST223,Female,64,Clothing,1,25,25
180,2023-01-01,CUST180,Male,41,Clothing,3,300,900
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500
23,2023-04-12,CUST023,Female,35,Clothing,4,30,120
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500
862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000
552,2023-12-13,CUST552,Female,49,Electronics,3,25,75
834,2023-04-04,CUST834,Female,56,Beauty,2,30,60
204,2023-09-28,CUST204,Male,39,Beauty,1,25,25
631,2023-11-10,CUST631,Male,56,Electronics,3,30,90
94,2023-05-19,CUST094,Female,47,Beauty,2,500,1000
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200
69,2023-04-30,CUST069,Female,56,Beauty,3,25,75
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25
845,2023-01-06,CUST845,Male,54,Clothing,1,500,500
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900
154,2023-10-02,CUST154,Male,51,Electronics,3,300,900
76,2023-03-25,CUST076,Female,22,Electronics,2,50,100
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000
189,2023-01-30,CUST189,Male,63,Beauty,1,50,50
272,2023-02-25,CUST272,Female,61,Electronics,2,50,100
237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900
118,2023-05-16,CUST118,Female,30,Electronics,4,500,2000
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100
826,2023-10-19,CUST826,Female,46,Clothing,1,300,300
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50
117,2023-03-15,CUST117,Male,19,Electronics,2,500,1000
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50
58,2023-11-13,CUST058,Male,18,Clothing,4,300,1200
864,2023-07-27,CUST864,Female,51,Electronics,1,500,500
913,2023-01-28,CUST913,Male,29,Electronics,3,30,90
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60
269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000
47,2023-11-06,CUST047,Female,40,Beauty,3,500,1500
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75
196,2023-09-30,CUST196,Female,32,Clothing,3,300,900
1000,2023-04-12,CUST1000,Male,47,Electronics,4,30,120
835,2023-09-07,CUST835,Male,37,Clothing,4,50,200
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000
967,2023-04-17,CUST967,Male,62,Beauty,1,25,25
150,2023-01-06,CUST150,Female,58,Electronics,4,30,120
125,2023-08-08,CUST125,Male,48,Clothing,2,50,100
787,2023-01-22,CUST787,Male,41,Electronics,1,25,25
51,2023-10-02,CUST051,Male,27,Beauty,3,25,75
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200
928,2023-04-05,CUST928,Female,35,Clothing,4,300,1200
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50
20,2023-11-05,CUST020,Male,22,Clothing,3,300,900
810,2023-11-30,CUST810,Male,59,Electronics,4,25,100
791,2023-12-05,CUST791,Female,51,Beauty,1,25,25
809,2023-09-25,CUST809,Female,62,Beauty,2,50,100
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000
39,2023-04-21,CUST039,Male,23,Clothing,4,30,120
176,2023-07-11,CUST176,Female,43,Beauty,2,50,100
246,2023-04-20,CUST246,Female,48,Electronics,2,25,50
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75
859,2023-08-18,CUST859,Female,56,Electronics,3,500,1500
155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000
288,2023-01-26,CUST288,Male,28,Clothing,4,30,120
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25
18,2023-04-30,CUST018,Female,47,Electronics,2,25,50
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900
256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25
965,2023-11-09,CUST965,Male,22,Clothing,4,50,200
191,2023-10-18,CUST191,Male,64,Beauty,1,25,25
116,2023-08-23,CUST116,Female,23,Clothing,1,30,30
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75
181,2023-11-03,CUST181,Male,19,Electronics,4,300,1200
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500
713,2023-01-14,CUST713,Male,34,Beauty,3,25,75
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200
980,2023-07-29,CUST980,Female,31,Electronics,3,25,75
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30
985,2023-05-30,CUST985,Female,19,Electronics,2,25,50
46,2023-06-26,CUST046,Female,20,Electronics,4,300,1200
910,2023-03-06,CUST910,Female,20,Beauty,3,50,150
158,2023-02-27,CUST158,Female,44,Electronics,2,300,600
852,2023-10-12,CUST852,Female,41,Clothing,1,300,300
172,2023-09-17,CUST172,Male,32,Beauty,2,25,50
17,2023-04-22,CUST017,Female,27,Clothing,4,25,100
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25
49,2023-01-23,CUST049,Female,54,Electronics,2,500,1000
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100
941,2023-03-19,CUST941,Female,57,Clothing,2,25,50
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100
953,2023-04-26,CUST953,Male,45,Beauty,3,30,90
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200
284,2023-02-08,CUST284,Male,43,Clothing,4,50,200
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30
226,2023-10-29,CUST226,Female,61,Clothing,1,50,50
27,2023-08-03,CUST027,Female,38,Beauty,2,25,50
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30
952,2023-11-13,CUST952,Female,57,Clothing,1,25,25
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300
230,2023-04-23,CUST230,Male,54,Beauty,1,25,25
38,2023-03-21,CUST038,Male,38,Beauty,4,50,200
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900
851,2023-09-08,CUST851,Male,32,Electronics,2,25,50
705,2023-03-07,CUST705,Male,60,Electronics,2,25,50
842,2023-12-26,CUST842,Female,47,Clothing,2,300,600
195,2023-02-05,CUST195,Male,52,Clothing,1,30,30
855,2023-09-01,CUST855,Male,54,Beauty,1,25,25
865,2023-12-21,CUST865,Female,42,Clothing,1,300,300
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000
831,2023-01-15,CUST831,Male,27,Electronics,4,25,100
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900
163,2023-01-02,CUST163,Female,64,Clothing,3,50,150
909,2023-10-01,CUST909,Male,26,Electronics,1,300,300
